invoice_no,transaction_value,unique_products
542228,135.0,2
542229,18.0,1
542230,116.7,2
542231,321.5,4
542233,366.5,5
542234,9.95,1
542236,40.5,4
542237,38.25,1
542238,129.75,4
542239,24.95,3
542240,159.4,6
542241,38.3,4
542242,43.8,1
542243,26.3,3
542246,123.15,6
542247,95.2,5
542254,204.05,5
542258,34.55,3
542265,65.6,5
542266,83.15,5
542268,73.45,4
542269,390.55,14
542272,194.5,6
542274,45.65,3
542275,233.0,7
542276,996.85,18
542277,160.65,3
542278,271.3,7
542284,218.0,6
542303,518.7,22
542320,76.5,1
542349,232.5,4
542350,15.9,1
542351,131.85,2
542353,28.65,2
542354,193.75,10
542355,337.5,5
542360,111.35,11
542369,18.0,1
542370,35.8,2
542371,74.25,2
542372,202.5,3
542373,458.8,4
542374,92.8,5
542375,104.0,2
542377,15.9,1
542381,89.35,5
542382,51.85,3
542384,57.45,4
542388,63.6,4
542390,165.75,5
542393,32.65,2
542398,296.2,22
542399,241.09,9
542401,29.75,1
542405,29.85,1
542406,64.6,6
542407,95.4,4
542408,18.6,2
542409,79.4,2
542411,107.4,1
542412,65.1,5
542420,58.15,4
542422,101.55,7
542423,339.0,5
542425,55.9,2
542428,227.6,2
542430,39.8,1
542431,241.7,9
542432,166.8,3
542433,36.0,1
542434,85.6,3
542470,75.75,3
542506,489.2,14
542511,247.9,3
542517,532.8,1
542519,150.9,2
542520,48.75,4
542521,21.25,2
542526,73.2,5
542527,203.8,5
542528,25.5,1
542530,34.85,2
542533,81.0,1
542534,158.1,8
542535,346.45,12
542542,212.7,8
542543,42.5,2
542568,29.4,2
542578,123.0,8
542583,270.0,2
542584,65.25,5
542585,31.8,4
542586,188.3,4
542587,150.9,2
542590,17.0,2
542591,119.85,1
542595,105.25,9
542596,174.9,8
542597,156.05,11
542598,51.7,5
542599,10.9,1
542600,97.85,7
542601,97.4,11
542602,84.5,7
542603,25.5,1
542605,54.4,3
542607,175.1,15
542608,57.85,3
542609,54.9,4
542611,17.0,2
542612,13.5,2
542613,35.15,3
542614,53.55,2
542615,14.95,1
542616,15.9,1
542617,157.3,9
542618,22.95,3
542619,183.95,9
542620,98.6,4
542621,174.6,8
542623,111.3,4
542626,36.0,1
542627,83.55,2
542628,132.35,3
542629,353.4,5
542631,27.25,1
542632,178.5,1
542634,113.4,5
542641,168.4,4
542646,42.9,5
542647,96.25,4
542648,336.2,9
542649,23.85,1
542659,81.75,1
542667,85.0,1
542673,52.95,5
542692,32.85,3
542707,19.9,1
542708,127.0,2
542709,71.6,2
542713,202.7,5
542716,114.5,5
542717,7.95,1
542718,54.45,3
542719,15.9,1
542720,15.0,1
542727,39.65,3
542729,73.95,2
542731,100.5,4
542733,81.85,8
542735,97.7,3
542737,35.55,4
542739,182.4,2
542745,39.7,4
542776,10.95,1
542777,143.5,8
542778,94.95,5
542779,76.5,1
542780,117.6,4
542782,164.55,6
542785,301.8,4
542786,35.7,2
542788,55.6,2
542789,465.0,6
542790,81.45,5
542791,159.85,7
542795,66.85,3
542806,413.55,17
542812,8.5,1
542836,7.95,1
542862,31.15,4
542863,119.0,7
542864,202.5,3
542865,82.6,5
542868,70.95,5
542869,52.0,3
542881,44.2,2
542886,36.9,2
542887,40.0,1
542888,90.45,5
542890,115.3,9
542891,553.75,13
542893,79.4,4
542894,71.75,4
542895,56.7,5
542896,270.0,4
542897,249.9,2
542898,61.95,8
542899,9.95,1
542900,104.1,6
542901,69.7,5
542904,208.7,6
542905,87.7,2
542907,181.6,2
542908,107.3,8
542909,734.4,1
542911,268.9,3
542914,17.9,2
542915,35.8,1
542922,284.55,7
542923,135.85,8
542927,43.7,2
542929,101.25,10
542930,95.2,1
542932,196.4,6
542933,732.4,10
542934,584.4,9
542989,25.5,1
542990,63.6,4
542993,39.8,1
542994,430.2,10
542995,120.9,7
542996,17.0,1
543001,74.7,5
543002,13.5,1
543006,163.05,3
543009,7.95,1
543010,67.95,4
543011,49.3,2
543015,34.0,1
543017,15.0,1
543019,12.75,1
543020,51.0,5
543021,55.6,2
543022,198.85,11
543023,49.3,2
543024,26.15,3
543027,40.0,1
543029,17.85,1
543030,18.0,1
543033,34.75,3
543036,25.5,1
543037,40.0,1
543038,29.85,1
543040,243.5,21
543043,11.9,1
543044,79.5,5
543045,51.0,1
543046,36.9,2
543048,125.4,2
543053,5.95,1
543054,11.9,1
543055,330.8,11
543056,569.1,4
543094,29.75,3
543095,59.5,3
543096,55.9,2
543099,508.8,2
543106,119.0,4
543107,85.2,3
543108,43.75,3
543111,74.55,7
543113,125.15,7
543114,277.2,15
543115,30.15,4
543116,438.1,9
543117,198.6,5
543118,148.85,5
543120,99.3,7
543121,67.8,2
543124,147.05,9
543125,75.65,6
543126,61.05,3
543128,34.0,1
543129,60.0,4
543131,31.8,2
543132,15.9,1
543133,17.0,1
543134,15.0,1
543161,181.5,11
543162,40.35,5
543164,35.7,3
543165,41.75,2
543166,284.1,12
543173,71.95,4
543174,35.7,2
543177,217.45,4
543178,104.35,4
543180,351.1,8
543181,68.0,4
543183,17.0,1
543184,91.3,2
543186,196.2,2
543188,179.4,3
543189,25.5,1
543190,27.45,3
543193,549.95,19
543197,172.55,4
543198,131.4,1
543202,550.8,1
543214,58.3,3
543232,331.1,3
543235,136.4,8
543242,121.8,7
543243,98.1,2
543245,63.15,7
543246,36.35,4
543249,15.9,1
543251,124.5,7
543252,19.9,1
543253,295.0,1
543255,197.25,6
543275,93.9,7
543276,333.2,3
543277,244.45,14
543279,84.0,6
543281,34.55,5
543282,39.35,4
543283,48.55,3
543284,19.9,1
543285,156.9,10
543291,130.4,6
543292,36.05,3
543293,64.81,5
543294,117.65,4
543300,321.55,20
543306,38.35,3
543309,81.4,6
543332,51.0,1
543342,201.3,11
543348,290.0,1
543349,27.95,2
543350,94.75,7
543352,12.75,1
543354,131.05,3
543355,61.85,7
543357,16.35,1
543359,44.5,4
543367,39.7,2
543369,46.65,3
543370,1163.35,35
543371,23.8,2
543378,3215.52,1
543379,3215.52,1
543380,47.7,1
543382,39.4,4
543387,150.0,1
543389,96.6,3
543391,109.3,4
543392,68.0,1
543393,47.7,2
543395,15.9,1
543400,39.75,2
543428,19.9,1
543446,56.7,4
543447,127.25,6
543449,51.0,1
543452,139.8,1
543454,102.15,10
543457,25.85,2
543458,17.85,2
543459,36.0,1
543462,89.5,2
543463,37.75,4
543466,92.65,3
543468,92.65,4
543470,87.65,2
543474,75.75,6
543476,75.1,3
543478,203.5,2
543481,29.75,3
543482,23.8,3
543483,27.0,1
543484,135.95,5
543485,56.1,4
543486,105.65,4
543487,15.9,1
543492,18.0,1
543507,37.55,4
543518,500.4,3
543529,130.25,4
543535,37.75,3
543537,69.3,4
543538,80.45,4
543539,8.5,1
543541,328.9,11
543542,29.75,2
543543,76.95,8
543547,40.2,5
543548,57.75,2
543550,18.0,1
543553,46.65,3
543554,240.2,5
543555,827.8,26
543565,202.4,5
543586,61.7,4
543587,45.3,3
543590,23.8,2
543591,192.2,2
543592,31.8,1
543593,163.5,1
543595,165.0,1
543596,82.85,3
543597,261.95,8
543598,116.7,2
543600,7.95,1
543601,51.0,3
543602,80.8,6
543604,27.8,2
543610,163.15,9
543612,87.6,1
543619,110.7,4
543625,36.0,1
543626,77.1,4
543630,28.4,2
543631,133.15,12
543639,5.95,1
543645,18.45,2
543646,25.5,1
543647,28.75,1
543649,610.2,2
543650,699.0,1
543651,35.7,1
543653,59.25,5
543657,88.4,2
543664,34.0,2
543668,77.65,3
543673,350.4,1
543688,290.0,1
543731,52.65,2
543733,15.0,1
543734,67.5,2
543736,308.45,11
543737,693.4,11
543740,23.35,2
543746,120.7,4
543747,54.0,1
543748,183.3,3
543754,290.75,8
543770,44.55,3
543774,192.1,3
543777,82.3,8
543797,218.95,6
543798,21.25,2
543799,71.4,2
543800,112.5,9
543801,125.2,2
543802,245.35,14
543803,33.7,4
543804,73.7,4
543805,8.5,1
543806,80.5,7
543808,23.4,4
543809,70.25,5
543810,51.5,5
543812,34.5,4
543813,45.4,2
543814,554.0,6
543815,15.9,2
543816,5.45,1
543820,77.5,5
543821,183.95,12
543822,84.0,1
543824,32.9,2
543825,191.5,2
543828,568.6,10
543832,51.0,3
543833,74.8,3
543839,5.45,1
543852,176.2,2
543900,54.0,1
543901,69.7,3
543907,28.65,3
543910,120.5,7
543911,81.3,2
543912,227.1,3
543913,25.5,3
543914,73.5,3
543915,13.5,1
543921,15.9,1
543924,57.3,3
543935,748.0,3
543973,42.4,3
543975,145.3,14
543976,788.4,1
543977,253.0,3
543979,98.45,10
543981,15.3,1
543982,79.4,2
543983,226.55,4
543984,104.3,5
543987,199.0,2
543989,2371.6,10
543990,39.8,2
543993,33.75,2
543995,165.3,2
543996,105.9,5
543997,18.45,2
544035,509.6,11
544036,188.7,2
544037,142.6,6
544039,211.0,3
544040,58.55,5
544041,42.9,2
544042,36.35,3
544043,12.75,1
544044,61.25,5
544045,81.0,2
544051,46.9,4
544056,17.9,1
544058,39.8,2
544059,28.85,2
544060,82.15,3
544062,121.25,6
544064,86.65,10
544065,145.8,8
544066,34.0,1
544069,99.6,2
544070,132.1,4
544071,90.8,3
544074,90.45,8
544075,791.7,5
544077,7.95,1
544081,375.9,2
544084,23.8,1
544087,57.2,8
544091,25.5,1
544093,47.7,3
544095,194.2,7
544096,48.8,2
544097,107.7,3
544098,575.05,12
544100,30.6,2
544101,13.5,1
544102,83.5,5
544105,31.8,1
544106,155.5,12
544107,47.25,3
544108,358.8,3
544110,56.6,6
544111,202.25,5
544112,141.3,6
544115,90.0,1
544129,210.3,2
544143,68.0,1
544150,84.5,5
544151,67.4,2
544153,38.7,5
544155,306.0,1
544156,139.5,6
544157,83.7,2
544159,236.45,9
544161,133.15,5
544165,35.7,2
544166,337.5,4
544167,204.1,11
544169,136.35,5
544176,17.85,1
544177,83.3,2
544178,67.5,1
544181,15.9,1
544182,63.6,3
544187,38.7,2
544189,79.5,5
544190,12.75,1
544191,196.7,5
544193,151.55,6
544194,85.6,3
544195,15.9,1
544196,46.0,1
544197,68.0,1
544200,57.9,2
544203,45.0,1
544209,131.05,7
544210,85.7,3
544271,31.8,1
544277,74.05,4
544278,85.65,4
544280,29.75,2
544281,33.9,2
544282,175.2,1
544286,503.2,25
544292,15.9,2
544293,10.9,2
544294,178.8,7
544298,213.3,5
544301,63.15,5
544302,18.0,1
544303,75.15,6
544304,12.75,1
544305,101.85,6
544306,31.8,2
544308,67.5,1
544309,390.65,5
544311,54.0,3
544314,33.75,2
544316,198.25,11
544317,84.85,4
544319,7.95,1
544330,17.0,2
544331,15.0,1
544332,51.0,3
544335,34.0,2
544336,32.6,3
544337,68.05,4
544338,47.4,2
544339,124.1,3
544341,81.45,5
544349,241.4,5
544350,96.9,2
544352,71.75,4
544353,218.2,3
544355,214.8,6
544368,97.85,4
544390,98.8,4
544391,45.3,3
544394,123.5,7
544398,17.85,2
544399,28.0,1
544405,154.85,5
544406,55.65,4
544407,15.0,1
544408,7.95,1
544409,253.8,8
544411,19.9,1
544412,12.75,1
544421,25.5,1
544426,34.0,1
544440,555.35,2
544441,79.6,1
544443,136.0,1
544444,16.45,2
544445,210.45,13
544448,31.6,3
544449,27.85,2
544450,356.65,18
544452,57.85,3
544453,59.25,4
544454,49.7,3
544455,162.55,13
544456,10.95,1
544457,25.5,1
544459,267.75,9
544460,44.2,4
544461,25.5,3
544462,137.6,11
544463,305.2,26
544465,39.95,4
544466,22.7,2
544467,102.35,12
544470,227.6,5
544471,95.4,2
544472,84.95,3
544473,103.65,2
544474,15.0,1
544476,43.85,5
544479,702.1,5
544480,1039.4,5
544481,17.85,1
544483,241.3,3
544484,173.05,4
544485,17.85,2
544495,322.2,8
544556,47.7,3
544565,68.85,2
544568,143.2,7
544569,173.6,8
544571,17.0,1
544572,229.95,13
544573,152.65,4
544574,12.75,1
544578,320.69,1
544582,46.0,1
544585,43.5,2
544586,120.2,9
544591,228.25,9
544592,132.6,7
544597,54.2,5
544600,63.6,1
544601,115.2,7
544602,242.7,2
544603,558.6,3
544610,84.6,4
544634,23.8,2
544637,39.8,1
544638,23.0,1
544642,66.15,2
544644,150.8,3
544645,142.8,1
544646,208.55,12
544648,141.05,4
544650,40.85,3
544651,193.0,2
544654,5.95,1
544656,72.1,3
544657,801.8,31
544658,203.5,2
544659,127.85,11
544660,74.1,4
544661,129.6,6
544662,34.85,5
544663,68.0,2
544664,55.4,2
544666,127.95,10
544667,157.2,2
544668,72.35,4
544670,98.2,5
544672,17.0,1
544673,82.25,3
544676,26.4,3
544677,96.3,6
544678,25.5,3
544685,167.95,11
544687,40.45,3
544688,181.9,8
544689,209.7,1
544690,796.2,9
544691,141.1,7
544692,95.4,4
544693,31.35,2
544694,181.1,8
544695,74.25,3
544697,75.5,3
544701,96.7,4
544702,20.85,1
544717,107.3,2
544724,71.6,3
544749,60.4,6
544774,15.3,1
544777,125.4,4
544778,180.85,14
544779,38.25,2
544788,19.9,1
544789,286.7,9
544790,73.45,4
544791,122.8,7
544792,761.9,10
544794,96.6,2
544795,76.5,5
544796,195.6,10
544798,17.85,1
544799,19.9,1
544800,78.05,4
544801,25.5,1
544802,96.4,4
544803,31.2,3
544804,87.4,3
544805,101.7,1
544806,91.8,1
544807,229.5,1
544808,85.4,6
544809,8.5,1
544810,254.6,6
544811,105.0,2
544815,56.05,3
544817,70.0,2
544821,34.0,1
544823,386.3,10
544824,1100.6,34
544825,76.2,1
544833,254.25,5
544835,69.3,4
544836,27.98,2
544837,21.25,2
544838,10.98,1
544839,79.15,4
544846,82.15,6
544847,61.65,2
544885,102.7,7
544886,40.0,1
544887,87.0,5
544888,70.4,4
544892,24.4,3
544893,86.6,4
544894,58.7,3
544895,53.55,3
544896,25.5,1
544898,32.9,2
544899,35.7,3
544900,17.0,1
544903,204.45,11
544904,77.55,5
544905,42.85,3
544906,137.0,2
544907,158.55,8
544908,69.95,2
544909,688.0,4
544910,452.15,16
544911,234.1,5
544913,15.9,2
544916,23.8,2
544917,55.65,2
544918,120.7,4
544920,331.25,10
544921,91.8,1
544926,54.8,3
544929,175.2,1
544930,5.45,1
544931,259.9,13
544933,322.2,2
544934,89.8,3
544935,89.2,5
544936,1295.4,1
544937,13.9,1
544939,17.0,1
544940,51.0,3
544941,10.9,1
544943,175.4,3
544944,15.9,1
544945,65.5,4
544968,53.55,2
544969,47.7,3
544970,189.0,11
544996,81.9,3
544998,108.75,11
545000,31.8,1
545004,135.0,2
545011,10.9,1
545013,67.5,1
545014,99.45,5
545015,74.45,4
545017,15.0,1
545019,140.8,2
545021,89.25,3
545022,68.85,2
545028,77.95,2
545031,151.45,6
545032,329.8,3
545034,65.5,2
545035,25.5,1
545036,107.6,10
545037,318.0,16
545039,95.4,8
545041,165.35,5
545042,574.5,5
545043,60.0,5
545044,98.1,2
545045,263.7,15
545047,136.0,1
545050,66.05,4
545051,18.0,1
545052,25.5,1
545053,32.7,2
545054,103.35,6
545056,5.95,1
545057,51.0,1
545058,70.05,2
545060,126.0,9
545061,14.95,1
545062,106.2,11
545063,38.75,5
545064,81.1,5
545065,38.9,2
545066,100.35,7
545067,167.1,3
545071,30.85,2
545073,207.15,12
545074,31.8,1
545075,57.3,3
545079,18.45,2
545080,19.9,1
545081,219.85,12
545082,33.75,2
545083,17.85,1
545084,80.0,1
545085,128.1,11
545086,18.0,1
545087,17.85,1
545103,11.9,1
545105,267.0,4
545140,134.65,2
545150,194.15,11
545152,95.1,4
545153,71.45,4
545154,30.6,2
545155,87.35,7
545157,57.3,3
545158,556.0,3
545161,51.0,1
545162,228.5,7
545165,79.5,8
545166,99.8,7
545170,152.4,1
545180,49.2,3
545181,52.0,2
545183,144.35,8
545184,97.85,5
545186,42.9,2
545188,76.35,8
545190,64.1,4
545191,28.0,1
545213,27.8,2
545214,35.8,2
545220,95.55,6
545221,91.6,3
545223,34.0,1
545224,32.7,2
545226,603.7,18
545227,582.45,11
545232,133.4,8
545233,31.8,2
545234,90.8,4
545235,55.9,2
545237,16.35,1
545238,34.85,2
545279,87.0,3
545288,222.2,5
545289,117.4,7
545290,49.9,2
545294,8.5,1
545295,204.0,2
545300,92.25,6
545301,181.2,5
545302,138.65,10
545303,83.3,5
545304,136.2,9
545305,276.95,5
545308,47.1,5
545309,20.85,1
545312,25.5,1
545313,42.5,2
545314,214.2,6
545320,1224.0,1
545321,55.7,2
545322,113.05,2
545323,109.7,3
545324,144.3,10
545325,67.5,1
545326,19.9,1
545327,67.6,3
545332,840.3,1
545334,29.75,2
545336,551.2,1
545337,50.85,3
545338,98.25,10
545339,192.15,2
545340,490.2,15
545341,1642.5,1
545343,61.8,4
545344,34.0,1
545345,306.65,11
545346,135.1,9
545348,17.85,1
545349,25.85,3
545377,22.9,2
545398,600.65,10
545399,238.5,9
545400,41.65,2
545408,210.4,6
545410,50.7,2
545411,60.95,2
545412,405.0,2
545414,838.8,1
545416,348.5,5
545417,211.5,10
545418,85.0,1
545419,180.75,10
545423,145.15,8
545425,12.75,1
545426,175.2,1
545427,9.95,1
545428,163.4,5
545429,49.35,4
545430,172.9,3
545431,68.0,1
545435,59.05,4
545441,8.5,1
545445,281.95,11
545447,321.45,13
545459,42.65,2
545460,48.89,4
545461,73.25,4
545463,38.25,1
545466,1396.0,1
545467,72.9,2
545469,102.7,7
545474,545.6,7
545475,4477.0,15
545477,88.85,6
545503,53.65,4
545505,12.75,1
545512,51.0,1
545515,146.2,4
545517,18.0,1
545518,47.6,1
545522,52.4,3
545523,72.75,6
545524,147.1,9
545526,34.25,2
545530,430.2,10
545533,109.2,4
545534,32.7,2
545536,216.45,8
545543,421.2,11
545545,69.75,5
545550,23.85,1
545555,55.25,3
545557,18.0,1
545559,68.35,4
545570,40.0,1
545571,71.4,5
545574,8.95,1
545575,322.6,6
545576,70.05,2
545577,91.6,4
545580,17.85,1
545583,51.9,2
545585,28.0,1
545587,29.85,2
545588,25.85,2
545589,33.9,1
545590,17.85,1
545592,79.5,2
545593,87.4,2
545595,91.25,3
545596,15.9,1
545597,19.9,2
545601,17.85,1
545630,162.9,3
545634,83.9,2
545636,72.25,4
545645,15.9,2
545647,28.0,1
545649,18.6,2
545652,35.8,2
545653,65.25,6
545655,7.95,1
545656,99.0,6
545657,121.25,7
545658,24.8,2
545660,25.5,1
545661,41.4,2
545663,23.0,1
545664,247.95,11
545668,245.25,6
545669,17.85,1
545670,233.0,3
545676,34.0,2
545680,95.2,1
545681,134.9,10
545682,99.45,3
545683,160.8,11
545684,68.0,1
545685,21.8,2
545686,49.2,3
545687,62.4,5
545688,231.35,15
545690,94.25,12
545691,63.6,4
545692,72.25,4
545695,161.5,9
545696,58.65,4
545697,56.05,7
545698,200.95,2
545699,76.4,5
545700,36.5,3
545701,843.5,19
545702,38.1,4
545704,167.4,3
545705,86.8,5
545706,75.8,3
545707,67.5,1
545708,25.5,1
545709,18.0,1
545711,53.9,2
545712,61.45,3
545718,136.35,9
545719,686.4,11
545721,174.95,7
545725,126.25,2
545759,513.5,3
545764,8.5,1
545790,17.0,1
545797,15.25,2
545812,77.25,3
545815,65.4,2
545819,21.8,1
545820,15.0,1
545821,71.4,2
545822,17.9,1
545826,97.8,1
545830,230.0,19
545835,36.9,3
545838,27.8,4
545842,123.25,6
545851,43.95,2
545853,7.95,1
545854,69.9,2
545859,451.0,4
545868,56.6,4
545869,30.5,2
545872,35.7,3
545873,64.6,3
545883,48.5,3
545888,67.5,1
545889,45.0,1
545890,55.6,3
545894,69.7,4
545899,23.45,2
545900,195.0,1
545901,404.15,23
545902,250.0,2
545904,49.65,3
545906,317.8,9
545908,81.45,5
545909,19.9,1
545912,256.2,2
545914,1232.1,8
545915,41.4,2
545916,186.9,7
545918,130.4,3
545928,63.15,4
545933,101.6,4
545937,63.6,2
545945,8.5,1
545978,19.4,3
545980,78.5,8
545987,65.7,1
545988,33.9,2
545989,301.4,3
545991,202.15,6
545992,67.5,1
545994,36.0,1
545995,188.7,11
545996,437.9,18
545998,191.5,10
545999,277.05,9
546001,288.8,3
546003,133.0,8
546005,162.9,7
546006,55.05,4
546009,102.0,2
546013,51.7,4
546014,8.5,1
546017,51.0,1
546027,55.8,3
546028,527.0,17
546031,46.0,1
546032,51.65,3
546033,15.9,1
546034,34.0,1
546035,7.95,1
546036,102.0,1
546037,102.0,2
546038,353.15,4
546062,20.4,2
546067,554.1,2
546079,82.6,6
546082,71.4,1
546084,70.65,4
546088,241.7,4
546090,68.0,1
546091,318.1,16
546092,123.95,8
546096,259.4,8
546100,37.75,3
546101,175.2,1
546103,242.7,2
546104,62.15,5
546105,23.45,2
546107,28.35,3
546108,40.0,2
546110,261.6,7
546111,57.1,6
546113,34.0,3
546115,69.9,3
546116,154.9,5
546117,169.3,11
546118,388.25,15
546121,8.95,1
546122,11.4,2
546123,140.55,3
546127,83.4,1
546132,269.1,1
546133,355.8,12
546134,80.0,1
546153,337.5,5
546155,47.7,3
546156,79.6,2
546157,19.9,1
546158,51.0,1
546159,17.85,1
546163,13.9,1
546164,39.75,1
546165,113.3,7
546172,84.0,3
546182,86.95,5
546189,51.0,3
546190,66.0,4
546212,516.3,4
546213,1614.6,3
546215,22.85,2
546216,23.8,2
546218,77.5,4
546220,15.9,1
546223,71.4,2
546230,82.2,4
546235,35.7,1
546236,103.0,3
546237,32.4,2
546243,104.1,6
546246,341.2,11
546249,38.5,4
546250,17.85,1
546251,49.3,2
546252,344.2,14
546254,152.55,3
546255,9.95,1
546261,27.2,2
546275,11.9,1
546304,28.4,4
546305,74.5,5
546310,320.4,4
546314,38.25,1
546315,29.25,2
546316,117.6,3
546321,11.9,1
546322,191.4,4
546324,85.1,3
546326,67.5,1
546328,1687.17,1
546329,1687.17,1
546330,14.95,1
546331,29.85,2
546365,261.45,10
546366,49.65,3
546367,586.2,8
546369,67.5,1
546372,270.0,4
546373,301.95,5
546374,10.0,1
546376,123.05,7
546378,198.85,9
546382,19.9,1
546384,131.1,6
546385,496.1,5
546386,9.95,1
546387,47.7,1
546389,401.55,25
546392,21.75,2
546394,51.85,2
546396,22.7,2
546397,87.75,2
546398,187.6,5
546399,31.8,2
546402,95.4,3
546403,47.7,1
546405,198.6,3
546412,69.45,4
546414,105.3,8
546415,406.25,9
546417,118.7,4
546419,53.55,4
546420,9.95,1
546422,97.35,5
546423,68.9,8
546424,33.9,3
546426,28.8,3
546427,19.85,3
546428,53.85,2
546429,35.5,2
546430,11.9,1
546431,38.25,1
546432,168.6,8
546433,43.65,3
546434,184.55,5
546435,17.85,1
546436,41.65,3
546437,99.0,6
546438,721.0,10
546440,158.1,5
546441,353.8,4
546464,380.8,1
546465,133.05,5
546466,103.7,10
546479,207.3,7
546480,295.0,1
546486,61.5,5
546498,242.4,18
546502,50.05,6
546509,125.15,5
546520,76.7,4
546521,350.4,1
546522,29.4,2
546524,20.6,2
546525,105.4,3
546526,135.0,1
546527,135.0,1
546528,349.15,6
546531,98.1,1
546534,87.6,5
546537,76.3,6
546538,73.45,2
546540,229.5,1
546541,251.7,13
546542,47.25,5
546543,45.9,4
546544,106.5,5
546545,41.15,4
546549,58.95,6
546550,6.35,1
546553,17.85,1
546554,19.9,1
546555,295.6,9
546556,34.0,1
546561,125.85,7
546562,121.3,7
546563,23.8,2
546569,875.55,11
546580,160.65,4
546624,43.7,3
546625,29.2,3
546631,238.8,1
546634,49.8,3
546635,20.55,3
546636,39.8,3
546637,262.6,2
546638,56.3,3
546640,17.85,1
546642,53.9,2
546643,134.8,7
546644,76.2,1
546658,21.85,2
546660,349.95,12
546662,27.8,2
546665,127.2,8
546669,76.5,1
546670,69.1,5
546677,91.8,1
546678,93.8,2
546679,8.25,1
546681,32.0,2
546682,99.3,6
546684,541.5,12
546685,184.15,10
546686,78.6,3
546687,55.35,3
546688,96.4,2
546689,321.0,5
546690,148.5,3
546728,290.0,1
546729,72.8,2
546731,98.4,3
546732,69.3,5
546737,151.3,7
546738,17.85,1
546739,775.9,8
546742,35.8,3
546749,272.0,1
546751,61.6,6
546752,59.7,1
546753,11.9,1
546755,458.6,15
546759,227.65,8
546760,144.9,5
546761,244.0,3
546764,42.5,2
546765,50.85,2
546768,332.4,3
546769,299.05,10
546770,29.7,2
546771,114.25,8
546774,116.6,11
546776,55.6,3
546778,89.45,5
546780,3057.75,10
546781,59.7,2
546782,118.4,6
546784,124.05,8
546785,208.2,3
546786,63.6,2
546787,53.7,1
546790,79.2,3
546791,53.85,3
546828,71.4,1
546829,17.85,1
546830,97.45,2
546831,214.2,2
546837,123.0,7
546843,182.6,5
546846,7.95,1
546847,135.0,1
546849,25.5,1
546850,12.75,1
546851,205.65,4
546855,41.7,3
546861,50.0,1
546862,371.15,9
546866,28.9,2
546871,46.5,3
546872,13.5,1
546874,175.2,1
546875,386.8,11
546877,15.8,1
546882,79.4,4
546883,71.4,3
546890,49.3,3
546908,103.05,3
546909,90.7,3
546911,28.45,2
546912,47.75,3
546915,38.25,1
546917,214.1,12
546918,309.4,4
546919,18.0,1
546920,494.4,2
546922,166.35,4
546923,166.8,1
546925,54.0,1
546927,370.0,4
546928,19.9,1
546929,204.0,1
546944,443.5,7
546950,101.25,8
546951,18.65,2
546979,71.4,1
546980,159.65,7
546981,73.95,2
546982,5.95,1
546983,233.05,11
546984,62.65,4
546985,38.25,1
546986,55.15,4
546988,77.0,5
546990,47.7,3
546992,175.2,1
546993,39.7,3
546998,88.5,5
547003,89.25,5
547004,112.55,6
547005,144.15,5
547017,64.65,2
547018,19.9,1
547019,50.4,3
547021,69.45,4
547022,8.25,1
547023,107.1,1
547026,187.05,10
547028,112.9,8
547029,383.4,5
547030,92.5,6
547032,424.5,1
547033,7.95,1
547034,361.4,8
547035,21.85,2
547038,107.1,1
547039,96.6,2
547044,53.55,2
547046,33.0,2
547047,610.68,4
547048,63.5,2
547049,187.95,10
547051,50.9,3
547052,39.8,4
547055,23.8,1
547057,59.25,3
547058,42.65,3
547059,127.5,1
547061,28.5,2
547062,35.65,4
547063,495.3,26
547064,196.0,4
547066,39.15,2
547069,31.8,2
547070,35.35,5
547071,69.75,3
547072,28.8,2
547073,107.95,9
547075,270.0,3
547076,83.4,1
547079,145.2,10
547080,45.4,2
547081,79.5,5
547083,56.5,5
547084,17.85,1
547085,89.4,2
547086,334.5,6
547087,18.0,1
547088,122.85,7
547090,47.7,3
547092,41.65,2
547094,179.65,4
547096,58.5,3
547097,76.35,5
547098,49.7,3
547099,41.65,2
547102,121.7,8
547103,187.2,4
547105,110.2,2
547106,216.05,11
547107,26.8,3
547108,15.9,2
547109,81.75,4
547114,33.95,3
547134,76.0,3
547171,101.25,3
547195,156.45,8
547197,65.4,1
547199,37.9,2
547200,13.9,2
547201,242.7,2
